increases^abundance	Succinic Acid	BCL2	0.73071243563422	
increases^abundance	agathisflavone	BCL2 	0.7303145446231	
increases^abundance	C646 compound	BCL2	0.7303250025749124	
increases^glucuronidation	Calcium, RELA	0.7301309630628967
affects^binding	Mecamylamine	NFKB1	0.6817641854286194
increases^hydroxylation	Cefadroxil	SOD2	0.6817617416381836
increases^hydroxylation	tokaku-joki-to	SOD2	0.6817612051963806
increases^hydroxylation	nitrofen	TP53	0.6817477941513062
decreases^reaction	apocarotenal	CTNNB1	0.6817463636398315
affects^splicing	sesamin	HSPB1	0.681743860244751
decreases^activity	9-methoxy-2-methylellipticinium acetate	BAX	0.6817373633384705
decreases^localization	4-aminophenylarsenoxide	CCND1	0.6817227602005005
affects^transport	dehydroabietylamine	BCL2	0.6817198991775513
increases^hydroxylation	Phenylphosphonothioic Acid, 2-Ethyl 2-(4-Nitrophenyl) Ester	CCND1	0.6817172169685364
decreases^expression	Linseed Oil	BCL2	0.6817160248756409
increases^transport	1,2-Dipalmitoylphosphatidylcholine	BCL2	0.6817140579223633
affects^transport	tricarbonyldichlororuthenium (II) dimer	BCL2	0.6817131042480469
decreases^chemical synthesis	2-amino-3-methylimidazo(4,5-f)quinoline	TP53	0.6817116141319275
decreases^sumoylation	1,2-dihydroxy-1,2-dihydronaphthalene	SOD2	0.6817114353179932
decreases^reaction	5-hydroxy-6,8,11,14,17-eicosapentaenoic acid	CCND1	0.6817113757133484
decreases^reaction	3-amino-1,4-dimethyl-5H-pyrido(4,3-b)indole	ACTA2	0.6817101836204529
increases^uptake	Pyocyanine	DNMT1	0.6817080974578857
affects^transport	Heparitin Sulfate	BCL2	0.6817032694816589
increases^hydroxylation	1,3-dipropyl-8-(2-(5,6-epoxy)norbornyl)xanthine	SOD2	0.6817020773887634
affects^cotreatment	tetrathiomolybdate	SOD2	0.68169105052948
decreases^reaction	7,13-bis(4-nitrobenzyl)-1,4,10-trioxa-7,13-diazacyclopentadecane	MMP9	0.6816897988319397
increases^hydroxylation	fructose-6-phosphate	SOD2	0.6816884875297546
increases^transport	Flavoring Agents	BCL2	0.6816851496696472
decreases^abundance	gigantol	DNMT1	0.6816837191581726
decreases^reaction	Paclitaxel	BIRC5	0.6816772222518921
affects^transport	Glucosylceramides	BCL2	0.6816734671592712
decreases^sumoylation	Beryllium	BCL2	0.6816686391830444
increases^hydroxylation	Razoxane	PTGS2	0.6816599369049072
decreases^activity	LGK974	RELA	0.6816592216491699
decreases^reaction	norfluoxetine	AKT1	0.6816585659980774
affects^expression	Streptozocin	BAX	0.6816583871841431
affects^transport	LW 50020	BCL2	0.6816562414169312
increases^hydroxylation	acetylleucyl-leucyl-norleucinal	CCND1	0.6816558241844177
decreases^reaction	benzyloxycarbonyl-phenylalanylarginine-4-methylcoumaryl-7-amide	CDKN1A	0.681653618812561
increases^transport	nitidine	BCL2	0.6816532611846924
increases^transport	naveglitazar	BCL2	0.6816468834877014
decreases^metabolic processing	Carmustine	APC	0.6816468238830566
decreases^sumoylation	Dronedarone	HSPB1	0.6816422939300537
decreases^reaction	tenidap	CDKN1A	0.6816416382789612
decreases^reaction	Ecdysterone	MMP9	0.681639552116394
decreases^sumoylation	azidoprazosin	SOD2	0.681638240814209
affects^cotreatment	bis(4-hydroxyphenyl)sulfone	HSPB1	0.6816353797912598
decreases^sumoylation	Immunologic Factors	DNMT1	0.6816344261169434
increases^hydroxylation	2-chloro-N-(2,6-diethylphenyl)acetamide	SOD2	0.6816311478614807
decreases^phosphorylation	LYR 71	STAT3	0.6816301345825195
increases^expression	MT19c compound	CDKN1A	0.6816287040710449
decreases^reaction	Ionophores	SOD2	0.6816282868385315
increases^hydroxylation	3,7-dimethoxyflavone	CCND1	0.6816281080245972
increases^sulfation	4-((4-hydroxyphenylimino)methyl)benzene-1,2-diol	TP53	0.6816272735595703
decreases^phosphorylation	beta-thujaplicin	MTOR	0.6816271543502808
affects^transport	Antimony	HSPB1	0.6816249489784241
increases^hydroxylation	WeiJia	SOD2	0.6816218495368958
increases^hydroxylation	bafilomycin A	ACTA2	0.6816216111183167
increases^transport	1-(3-chlorophenyl)piperazine	CDKN1A	0.6816162467002869
increases^abundance	miglustat	CCND1	0.6816147565841675
increases^hydroxylation	AZ10606120	SOD2	0.6816053986549377
affects^expression	Dinitrochlorobenzene	ICAM1	0.6816011071205139
affects^cotreatment	Methylene Blue	DNMT1	0.6816002130508423
decreases^reaction	N,N-di-n-hexyl-2-(4-fluorophenyl)indole-3-acetamide	CDKN1A	0.6815991997718811
decreases^reaction	2-((aminocarbonyl)amino)-5-(4-fluorophenyl)-3-thiophenecarboxamide	SOD2	0.6815959215164185
increases^uptake	perfluorodecanoic acid	VEGFA	0.6815937161445618
increases^hydroxylation	Sphingomyelins	SOD2	0.6815937161445618
increases^hydroxylation	methyl bensulfuron	CCND1	0.6815914511680603
decreases^sumoylation	STF-118804	SOD2	0.6815841794013977
increases^hydroxylation	HIV Envelope Protein gp120	ACTA2	0.6815839409828186
affects^cotreatment	5,7-dihydroxy-6-methoxy-2-phenylchromen-4-one	CASP8	0.6815793514251709
decreases^reaction	8-hydroxyoctanoic acid	CDKN1A	0.6815768480300903
increases^hydroxylation	lawsone	CCND1	0.681574821472168
decreases^reaction	pyriproxyfen	AKT1	0.6815676093101501
decreases^sumoylation	PGW5 compound	SOD2	0.6815643310546875
decreases^reaction	EZN 2968	CDKN1A	0.6815511584281921
increases^methylation	Lysophosphatidylcholines	DNMT1	0.6815482378005981
decreases^metabolic processing	N-(3-(aminomethyl)benzyl)acetamidine	DNMT1	0.6815472841262817
increases^mutagenesis	nutlin 3	BAX	0.6815431714057922
increases^hydroxylation	N(1)-methyl-4-pyridone-5-carboxamide	SOD2	0.6815412044525146
increases^chemical synthesis	Flame Retardants	AKT1	0.6815407276153564
increases^hydroxylation	Benzyl Alcohols	SOD2	0.6815361976623535
decreases^reaction	Diethylnitrosamine	SOD2	0.6815316677093506
increases^hydroxylation	cupric acetate	MMP9	0.6815304756164551
affects^binding	Taurine	SOD2	0.6815289258956909
decreases^reaction	suplatast tosilate	MMP9	0.6815255284309387
decreases^reaction	N-ethylmaleimide-S-glutathione	CDKN1A	0.6815247535705566
increases^hydroxylation	indium tin oxide	CCND1	0.6815236806869507
increases^expression	Aminolevulinic Acid	TP53	0.6815085411071777
increases^hydroxylation	norcisapride	SOD2	0.6814972758293152
increases^transport	ferric pyrophosphate	BCL2	0.6814950108528137
decreases^sumoylation	OSU-HDAC42 compound	CCND1	0.6814770698547363
increases^hydroxylation	desnitroimidacloprid	CCND1	0.6814725399017334
affects^transport	estradiol 3-benzoate	TP53	0.6814647316932678
increases^sulfation	Nitrofurazone	CASP8	0.681462824344635
increases^localization	Bile Acids and Salts	STAT3	0.6814559102058411
decreases^reaction	4,5-amino-3,5-dichloro-6-fluoro-2-pyridinyloxyacetic acid	CDKN1A	0.6814554333686829
increases^hydroxylation	xylometazoline	CCND1	0.6814472079277039
affects^transport	Oxypurinol	HSPB1	0.6814460158348083
decreases^sumoylation	4-nitrososulfamethoxazole	BCL2	0.6814440488815308
increases^expression	Fluticasone	RELA	0.6814411878585815
decreases^reaction	prostaglandin B1	CDKN1A	0.6814392805099487
affects^export	pyrovalerone	HSPB1	0.6814389824867249
increases^degradation	asiatic acid	CDKN1A	0.6814380884170532
affects^transport	LM-1685	CASP8	0.681431770324707
decreases^reaction	Dipyrone	CCND1	0.6814316511154175
affects^splicing	terbutylazine	APC	0.6814269423484802
decreases^phosphorylation	3,4-dihydroxyphenyllactic acid	STAT3	0.6814237236976624
decreases^sumoylation	onapristone	RELA	0.681423544883728
increases^hydroxylation	NRA 0045	CCND1	0.6814159750938416
affects^localization	Polystyrenes	PARP1	0.6814143657684326
decreases^reaction	Diethylnitrosamine	VEGFA	0.6814096570014954
affects^localization	Ethacrynic Acid	TP53	0.6814029812812805
affects^expression	1-nitropyrene	TP53	0.681395411491394
increases^expression	Chloroprene	SLC2A1	0.6813950538635254
affects^cotreatment	Succimer	EGFR	0.6813946962356567
decreases^reaction	piperacetazine	CDKN1A	0.6813924312591553
decreases^reaction	liarozole	SOD2	0.6813923120498657
affects^transport	Antimony	APC	0.6813855171203613
decreases^reaction	alpha-methyl-4-carboxyphenylglycine	BCL2	0.6813850998878479
decreases^activity	aciculatin	SOD2	0.6813796162605286
decreases^metabolic processing	MC1568	CTNNB1	0.6813781261444092
affects^cotreatment	4,5-dicaffeoyl quinic acid	DNMT1	0.681374728679657
increases^hydroxylation	apalutamide	SOD2	0.6813712120056152
affects^abundance	Propolis	MMP9	0.6813702583312988
increases^hydroxylation	obatoclax	CCND1	0.6813632249832153
increases^reaction	Carrageenan	PTGS2	0.6813473701477051
increases^degradation	asiatic acid	SOD2	0.6813430190086365
decreases^reaction	bromerguride	MMP9	0.681340754032135
decreases^sumoylation	Toxins, Biological	ACTA2	0.6813398003578186
increases^transport	L 644698	BCL2	0.6813163757324219
decreases^reaction	NSC 668036	CDKN1A	0.681311845779419
increases^hydroxylation	Flucytosine	ACTA2	0.6813022494316101
decreases^localization	Succimer	BAX	0.6813010573387146
increases^hydroxylation	ethylene glycol monohexyl ether	BCL2	0.6812987923622131
decreases^activity	alvocidib	STAT3	0.6812954545021057
increases^hydroxylation	d,d-T80-prallethrin	BCL2	0.6812944412231445
increases^degradation	asiatic acid	PTGS2	0.6812905669212341
increases^hydroxylation	1-(4-ethynylphenyl)-4-propyl-2,6,7-trioxabicyclo(2.2.2)octane	MMP9	0.6812868118286133
decreases^reaction	bitertanol	BCL2	0.6812864542007446
affects^transport	acetone phenylhydrazone	BCL2	0.6812862157821655
increases^hydroxylation	acanthoic acid	CDKN1A	0.6812843680381775
affects^abundance	Propolis	CDKN1A	0.6812764406204224
affects^transport	phenylalanylserine	BCL2	0.6812753081321716
decreases^sumoylation	6-hydroxyflavone	ACTA2	0.6812720894813538
decreases^abundance	stevioside	CCND1	0.6812691688537598
decreases^reaction	norfluoxetine	MMP9	0.6812661290168762
affects^transport	melarsen oxide	BCL2	0.6812617778778076
increases^hydroxylation	telcagepant	MMP9	0.6812611818313599
increases^hydroxylation	chromic acid	CCND1	0.6812611222267151
decreases^expression	butyraldehyde	TP53	0.6812577843666077
increases^sulfation	lipopolysaccharide, Helicobacter pylori	AKT1	0.6812541484832764
decreases^sumoylation	perfluorododecanoic acid	CCND1	0.6812537312507629
decreases^reaction	Biopterin	CDKN1A	0.6812498569488525
decreases^activity	chromium histidinate	PTGS2	0.6812480092048645
increases^hydroxylation	11-hexadecenal	MMP9	0.681244432926178
affects^transport	kamebakaurin	VEGFA	0.6812431216239929
increases^hydroxylation	tripchlorolide	CCND1	0.6812386512756348
decreases^metabolic processing	Bile Acids and Salts	PTGS2	0.6812335848808289
decreases^activity	baohuoside I	VEGFA	0.6812264919281006
decreases^reaction	Oxygen	SOD2	0.681217610836029
affects^export	salecan	MMP9	0.6812143325805664
decreases^sumoylation	CYN 154806	RELA	0.6812126636505127
affects^transport	Oxypurinol	BAX	0.6812118887901306
decreases^reaction	7,13-bis(4-nitrobenzyl)-1,4,10-trioxa-7,13-diazacyclopentadecane	BCL2	0.6812050342559814
affects^transport	dihydrocapsaicin	APC	0.6811996698379517
increases^hydroxylation	pseudoisocyanine	BCL2	0.6811988949775696
decreases^reaction	pheomelanin	SOD2	0.6811971664428711
decreases^reaction	triaquaoxohexakis(propionato)trichromium(III)	BCL2	0.6811897158622742
increases^hydroxylation	2-hydroxyisobutyric acid	BCL2	0.6811877489089966
increases^hydroxylation	Phenylphosphonothioic Acid, 2-Ethyl 2-(4-Nitrophenyl) Ester	MMP9	0.6811875104904175
increases^activity	benzyloxycarbonyl-valyl-alanyl-aspartic acid	CASP8	0.681187093257904
decreases^reaction	imidapril	BCL2	0.681186854839325
decreases^sumoylation	alopestatin	RELA	0.6811860203742981
decreases^reaction	arotinolol	BCL2	0.6811834573745728
increases^hydroxylation	1-(4-ethynylphenyl)-4-propyl-2,6,7-trioxabicyclo(2.2.2)octane	BCL2	0.6811832785606384
decreases^sumoylation	N-desmethyltamoxifen	VEGFA	0.6811826825141907
increases^transport	glutamyl-Se-methylselenocysteine	MMP9	0.6811784505844116
decreases^reaction	K127 compound	SOD2	0.6811754107475281
decreases^reaction	lysophosphatidylinositol	CDKN1A	0.6811679601669312
decreases^localization	glabridin	CTNNB1	0.6811648011207581
decreases^activity	Fluorouracil	AKT1	0.6811633110046387
decreases^activity	glycidol	PTGS2	0.6811604499816895
decreases^sumoylation	OSU-HDAC42 compound	CTNNB1	0.6811565160751343
increases^acetylation	avobenzone	PTGS2	0.6811528205871582
increases^transport	1-(3-chlorophenyl)piperazine	CASP8	0.6811473965644836
affects^expression	Ethinyl Estradiol	S100A9	0.6811423897743225
increases^acetylation	Roxarsone	ACTA2	0.6811355948448181
increases^hydroxylation	pimaric acid	DNMT1	0.6811274290084839
decreases^phosphorylation	Puromycin Aminonucleoside	BAX	0.6811255812644958
affects^binding	Melatonin	CTNNB1	0.6811237335205078
increases^hydroxylation	MK-8776	BCL2	0.681118905544281
increases^hydroxylation	bafilomycin A	DNMT1	0.6811181306838989
decreases^reaction	Isosorbide Dinitrate	CDKN1A	0.6811172962188721
increases^secretion	BQ 788	MMP9	0.6811168789863586
decreases^reaction	Stavudine	CDKN1A	0.6811120510101318
decreases^reaction	chromium trioxide	SOD2	0.6811095476150513
affects^transport	Inosine Monophosphate	CCND1	0.6811081171035767
decreases^sumoylation	(glycyl-glycyl)GLP-2	RELA	0.6811046004295349
increases^abundance	miglustat	CASP8	0.681098461151123
decreases^reaction	Allopurinol	CDH1	0.6810849905014038
decreases^sumoylation	6-(4-(3-(2-methylpyrrolidin-1-yl)propoxy)phenyl)-2H-pyridazin-3-one	ACTA2	0.6810835599899292
increases^acetylation	2-amino-4-hydroxy-6-formylpteridine	TP53	0.6810799241065979
affects^transport	Risedronic Acid	SOD2	0.6810789108276367
increases^secretion	Silybin	VEGFA	0.6810735464096069
increases^acetylation	SRT3025	DNMT1	0.6810722947120667
affects^localization	Phenytoin	BCL2	0.6810718178749084
decreases^sumoylation	Flavin Mononucleotide	RELA	0.681067168712616
decreases^sumoylation	SR 12813	ACTA2	0.6810664534568787
increases^expression	Phenylpropanolamine	SOD2	0.6810663342475891
affects^binding	1-bromopropane	PARP1	0.6810646653175354
decreases^sumoylation	bis(4-acetamidophenyl) 1-prolylpyrrolidine-2-phosphonate	ACTA2	0.6810566186904907
affects^activity	Mevinphos	NFKB1	0.6810528039932251
decreases^metabolic processing	delta-8-tetrahydrocannabinol	AKT1	0.6810345649719238
decreases^reaction	Niclosamide	PARP1	0.6810330152511597
increases^hydroxylation	delta-aminolevulinic acid methyl ester	MMP9	0.6810269951820374
decreases^reaction	triaquaoxohexakis(propionato)trichromium(III)	VEGFA	0.6810207366943359
decreases^reaction	2-dodecyl-6-methoxycyclohexa-2,5-diene-1,4-dione	CDKN1A	0.6810186505317688
increases^hydroxylation	RPR 121056	MMP9	0.6810161471366882
affects^binding	Okadaic Acid	CDH1	0.6810146570205688
decreases^reaction	Arachidonic Acid	SOD2	0.6810144782066345
decreases^sumoylation	3-nitrophenol	ACTA2	0.6810138821601868
affects^abundance	Neomycin	MMP9	0.6810115575790405
affects^binding	perfluorooctane sulfonic acid	AKT1	0.6810099482536316
decreases^sumoylation	methylhistaprodifen	ACTA2	0.6810057163238525
increases^hydroxylation	indium tin oxide	MMP9	0.6809931397438049
decreases^expression	inecalcitol	CCND1	0.6809885501861572
increases^hydroxylation	Procarbazine	BCL2	0.6809840202331543
decreases^reaction	puerarin	HSPB1	0.6809802055358887
decreases^reaction	Triprolidine	ACTA2	0.6809781789779663
decreases^sumoylation	magnolialide	CCND1	0.6809769868850708
decreases^sumoylation	Ruthenium	MMP9	0.6809747219085693
decreases^reaction	acipimox	VEGFA	0.6809719204902649
decreases^reaction	Thioctic Acid	BAX	0.6809718012809753
affects^localization	coenzyme Q10	DNMT1	0.6809691190719604
decreases^sumoylation	11,17-dihydroxy-6-methyl-17-(1-propynyl)androsta-1,4,6-triene-3-one	CCND1	0.6809641718864441
decreases^reaction	shogaol	PTGS2	0.6809633374214172
decreases^sumoylation	terodiline	RELA	0.6809619069099426
decreases^sumoylation	acryloyl-coenzyme A	BCL2	0.6809577345848083
decreases^reaction	4-ethynylbiphenyl	ACTA2	0.6809574961662292
increases^hydroxylation	methyl bensulfuron	BCL2	0.6809569001197815
decreases^sumoylation	oxyphencyclimine	CTNNB1	0.6809561252593994
decreases^sumoylation	2,4-diaminotoluene	BCL2	0.6809534430503845
increases^expression	3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol	NOS2	0.6809505224227905
decreases^sumoylation	CYN 154806	CCND1	0.6809490323066711
decreases^activity	Nitroglycerin	DNMT1	0.6809475421905518
decreases^sumoylation	Leucine	RELA	0.680946409702301
increases^hydroxylation	lawsone	BCL2	0.6809415221214294
decreases^sumoylation	Dithioerythritol	RELA	0.6809363961219788
decreases^reaction	Uridine	BCL2	0.6809298992156982
increases^hydroxylation	cyclohexylisocyanate	BCL2	0.6809260249137878
decreases^sumoylation	trimellitic anhydride	ACTA2	0.6809214949607849
decreases^reaction	4-ethynylbiphenyl	VEGFA	0.6809173822402954
decreases^abundance	stevioside	ACTA2	0.6809154748916626
increases^hydroxylation	zinc nitrate	BCL2	0.6809137463569641
affects^cotreatment	tetrathiomolybdate	MMP9	0.6809111833572388
increases^hydroxylation	xylometazoline	MMP9	0.6809085607528687
decreases^sumoylation	xanthoangelol	RELA	0.6809078454971313
decreases^expression	Praziquantel	VEGFA	0.6809068918228149
increases^hydroxylation	1,25-dihydroxy-26,27-dimethylcholecalciferol	VEGFA	0.6809065341949463
decreases^sumoylation	2-(beta-(3-iodo-4-hydroxyphenyl)ethylaminomethyl)tetralone	ACTA2	0.6809062361717224
decreases^sumoylation	alopestatin	BCL2	0.6809042096138
affects^methylation	Erythromycin	VEGFA	0.6809029579162598
decreases^activity	Genistein	MMP9	0.6809023022651672
affects^transport	Nucleosides	PARP1	0.6808924078941345
decreases^activity	lysocellin	BAX	0.6808906197547913
increases^hydroxylation	Flucytosine	HSPB1	0.6808865666389465
increases^hydroxylation	3-methoxy-6-(((2,4,6-trimethoxystyryl)sulfonyl)methyl)pyridin-2-amine	MMP9	0.6808858513832092
decreases^sumoylation	Clopamide	CCND1	0.6808848977088928
decreases^sumoylation	PGW5 compound	ACTA2	0.6808820962905884
increases^hydroxylation	SCH-202676	MMP9	0.6808807253837585
decreases^reaction	tenidap	SOD2	0.6808769106864929
increases^abundance	miglustat	TP53	0.6808714866638184
increases^expression	Oxaliplatin	MMP9	0.6808709502220154
decreases^sumoylation	fluorocitrate	ACTA2	0.6808653473854065
decreases^reaction	Phenylbutazone	RELA	0.6808619499206543
increases^hydroxylation	16 alpha-ethyl-21-hydroxy-19-nor-4-pregnene-3,20-dione	MMP9	0.6808523535728455
affects^transport	Nucleosides	MMP9	0.6808518767356873
increases^expression	1-trifluoromethoxyphenyl-3-(1-propionylpiperidine-4-yl)urea	ACTA2	0.680844247341156
decreases^reaction	Polysaccharides	ICAM1	0.6808405518531799
decreases^sumoylation	(glycyl-glycyl)GLP-2	CCND1	0.6808379292488098
increases^abundance	miglustat	CDKN1A	0.6808364391326904
affects^transport	Nucleosides	VEGFA	0.6808344721794128
increases^expression	tauroursodeoxycholic acid	CCND1	0.6808326244354248
decreases^sumoylation	deoxypodophyllotoxin	RELA	0.6808318495750427
decreases^activity	GW 274150	NOS2	0.6808202266693115
increases^hydroxylation	2-hydroxyisobutyric acid	VEGFA	0.680817723274231
decreases^phosphorylation	Fish Oils	ACTA2	0.6808149218559265
increases^hydroxylation	1-(4-ethynylphenyl)-4-propyl-2,6,7-trioxabicyclo(2.2.2)octane	VEGFA	0.6808122396469116
increases^hydroxylation	potassium perchlorate	CTNNB1	0.6808086037635803
