10074-G5	CID02836600
juglone	CID00003806
juniper berry oil	SID00474625
juvenile hormone III	CID05281523
juzentaihoto	SID51091323
JW74 compound	SID404336815
JWH-073	CID10471670
JYL 1421	CID10295883
JZL 184	CID25021165
K075 compound	SID134224152
K117 compound	SID135653724
K127 compound	SID135653527
K-12 lipopolysaccharide	SID161004328
K201 compound	SID134223528
K456 compound	SID385156872
K-48 compound	SID375590857
K 7174	CID09874191
kabiramide C	CID05288658
kadethrin	CID12940701
kaempferide	CID05281666
kaempferol	CID05280863
kaempferol-3-O-galactoside	CID05282149
kaempferol 3-O-sophoroside	CID05282155
kaempferol-7-methyl ether	SID137275746
kaempferol 7-O-glucoside	CID10095180
kahweol	CID00114778
kahweol acetate	CID71451606
kahweol palmitate	CID00133757
Kainic Acid	CID00010255
kalafungin	CID00443836
Kallidin	CID05311111
kallidin, des-Arg(10)-	CID00122227
Kalpaamruthaa	SID135653833
kamebakaurin	CID13945489
Kanamycin	CID00006032
Kangen-karyu	SID350085954
kangshuai yizhi	SID126522367
Kaolin	CID56841936
kappa-casein glycomacropeptide	SID161004363
kappa-selenocarrageenan	SID85286154
Kathon 886	CID00041679
Kathon 930	CID00091688
kavain	CID05281565
KB 130015	CID09872203
KB 5-21	SID134222445
KB R7785	SID53788018
KB R8301	SID85177306
KC 400	CID00036400
KC 500	SID53789976
KCC 009	SID53788447
kemptide	CID09962276
kenpaullone	CID00003820
Keratan Sulfate	CID00446715
Kerosene	SID49856362
Ketamine	CID00003821
Ketanserin	CID00003822
ketazocine	CID03054741
Ketocholesterols	SID92098535
Ketoconazole	CID00456201
Ketoglutaric Acids	CID00000051
Ketolides	SID53789231
Ketone Bodies	SID56365858
Ketones	CID00114522
Ketoprofen	CID00003825
Ketorolac	CID00003826
Ketosteroids	SID135727780
Ketotifen	CID00003827
keyhole-limpet hemocyanin	SID53788958
KF 17837	CID00123739
KF 20274	CID00064634
KF58333	SID81065490
KH 1060	CID05288670
kifunensine	CID00130611
kinamycin F	CID135618571
KJM 429	SID135727747
Klebsiella O3 lipopolysaccharide	SID135297472
KMUP 1	CID10453764
KMUP 880602	SID134223098
KN 62	CID05312126
KN 93	CID05312122
KNK 437	CID09859662
kojic acid	CID00003840
kolaviron	CID00155169
koninginin A	CID10934979
KR-31612	CID10479712
kresoxim-methyl	CID06112114
KRN 7000	CID02826713
KT 5720	CID00454202
KT 5823	CID00108152
KT 5926	CID14392217
Ku 0063794	CID16736978
KU-32 compound	SID313389816
kuguacin J	CID25243357
kuntai capsule	SID347912291
kurarinol	CID44563198
kurarinone	CID11982640
kutkin	CID131750182
kuwanon G	CID05281667
kuwanon H	CID05281668
Kynuramine	CID00009692
Kynurenic Acid	CID00003845
L 158809	CID00123856
L-161982	CID09961192
L 245976	SID56459339
L-335677	SID134224058
L 364373	SID53787678
L 365260	CID05311201
L-4F peptide	SID252819699
L 644698	SID318165596
L 655238	SID99222789
L 655,708	CID05311203
L 657743	CID00123679
L 659989	CID00122161
L 663581	CID00129710
L 685458	SID76715695
L 689065	CID03083422
L 694247	CID00132059
L 703606	CID00132629
L 706000	CID09934294
L 708714	CID10010763
L 709049	CID03034818
L 742694	CID135449286
L 744832	CID06451153
L 745337	CID09799453
L 748,337	SID81065628
L 748706	SID56365827
L 750667	CID06603897
L 754394	CID05481990
L 759656	SID135727496
L 779976	CID05311372
L 783281	SID75061786
L796778	CID05311373
L 817818	CID05311375
L-826,141	CID09916436
L-826266	CID09808643
labdanolic acid methyl ester	SID144221020
labedipinedilol A	CID10370799
Labetalol	CID00003869
Labrasol	SID144221131
lac dye	CID00134264
lacidipine	CID05311217
lactacystin	CID06610292
Lactates	SID57309790
Lactic Acid	CID00000612
lactisole	CID23670520
lactofen	CID00062276
Lactones	SID53790589
Lactose	CID00006134
Lactosylceramides	SID99313678
Lactulose	CID00011333
lafutidine	CID05282136
laminaran	CID00439306
Lamivudine	CID00060825
Lamotrigine	CID00003878
lanatoside C	CID00656630
lancemaside A	CID71522140
lanosten-3-ol-32-al	CID15698824
lanostenol	CID00440560
Lanosterol	CID00246983
lanreotide	CID06918011
Lansoprazole	CID00003883
Lanthanoid Series Elements	SID252166954
Lanthanum	CID00023926
lanthanum chloride	SID10502245
lanthanum oxide	CID00150906
lanthionine	CID00098504
lapachol	CID00003884
Lapatinib	CID00208908
LAQ824	CID06445533
laquinimod	CID54677946
lard	SID48418484
largazole	CID24757913
lariciresinol	CID00332427
laromustine	CID03081349
Lasalocid	CID05360807
lasiocarpine	CID05281735
Lasofoxifene	CID00216416
Latanoprost	CID05311221
Latex	SID134989048
lathosterol	CID00065728
latoconazole	CID03002820
latrunculin A	CID00445420
latrunculin B	CID06436219
Laurates	SID56459395
lauric acid	CID00003893
lauric acid methyl ester	CID00008139
laurolactam	CID00013690
lauroyl-coenzyme A	CID00165436
lauryl gallate	CID00014425
lavender oil	SID49988677
lavendustin A	CID00003894
lawsone	CID00006755
lazabemide	CID00071307
LBT 613	SID135727688
LCS101	SID318495277
LDN 193189	CID25195294
LDN 57444	CID51537051
LE 540	SID53789405
Lead	CID05352425
lead acetate	SID48413937
lead chloride	CID00024459
lead chromate	CID00024460
lead nitrate	CID00024924
lead oxide	CID00014827
lead tetraacetate	CID09846230
lead titanate zirconate	CID00159452
Lecithins	SID11528500
LE-Cl2MDP	SID53788428
Leflunomide	CID00003899
lei gong teng	SID134223874
leiurotoxin I	CID71311759
LEK 8829	CID09796528
lemongrass oil	CID06850743
lemon oil	CID00022311
Lenalidomide	CID00216326
lenperone	CID00032593
Lentinan	CID00037723
leonurine	CID00161464
lephetamine	CID00443970
lepirudin	CID118856773
leptin (116-130)	SID401963077
leptocarpin	CID06438714
leptomycin B	CID06917907
Leptophos	CID00030709
leptophos oxon	CID00032765
lercanidipine	CID00065866
Letrozole	CID00003902
Leucine	CID00006106
leucine sarcolysine	CID00094267
leucisterol	CID71296135
leucomalachite green	CID00067215
Leucovorin	CID135403648
leucyl-leucine-methyl ester	SID50064325
leukadherin-1	CID05342077
Leukotriene A4	CID05280383
leukotriene A methyl ester	CID06438729
Leukotriene B4	CID05280492
leukotriene B5	CID05283125
Leukotriene C4	CID05280493
Leukotriene D4	CID05280878
Leukotriene E4	CID05280879
Leukotrienes	SID96099861
leupeptin	CID00072429
Leuprolide	CID00657181
Leu-Ser-Lys-Leu peptide	SID56365896
Levallorphan	CID05359371
Levamisole	CID00026879
Levetiracetam	CID05284583
levistolide A	CID70698035
Levobunolol	CID00039468
levocabastine	CID00054385
Levodopa	CID00006047
levodopa methyl ester	CID00023497
Levofloxacin	CID00149096
levomepromazine maleate	CID05282484
Levonorgestrel	CID00013109
levormeloxifene	CID00035805
Levorphanol	CID05359272
lewisite	CID05372798
LF 16.0335	SID53788882
LF 16-0687	CID09831652
LFM A13	CID54705184
LG 100268	CID00003922
LG 100754	CID06442223
LG 100815	SID85286100
LG 268	CID00003922
LGK974	CID46926973
LGM2605	SID354329840
LHRH, acetyl-2-(2-naphthyl)-Ala(1)-4-F-Phe(2)-Trp(3)-Arg(6)-	CID16131124
LHRH, Ala(6)-Gly(10)-ethylamide-	CID11979778
LHRH, Leu(6)-des-Et-GlyNH2(10)-	SID134224976
LHRH, N-acetyl-(4-chlorophenylalanyl)(1)-(4-chlorophenylalanyl)(2)-tryptophyl(3)-arginyl(6)-alanine(10)-	CID25074888
liarozole	CID00060652
licarin A	CID05281836
licochalcone A	CID05318998
licochalcone B	CID05318999
licocoumarone	CID00503731
licofelone	CID00133021
licopyranocoumarin	CID00122851
licoricidin	CID00480865
Lidocaine	CID00003676
Lidoflazine	CID00003926
liensinine	CID00160644
lifibrate	CID00031060
Lignans	CID00443013
Lignin	SID00007934
lignoceric acid	CID00011197
ligustilide	CID05319022
lilial	CID00228987
lime-piper betel quid	SID251963971
Limonene	CID00022311
limonin	CID00179651
Linagliptin	CID10096344
linalool	CID00006549
linalyl acetate	CID00008294
linarin	CID05317025
Lincomycin	CID03000540
Linezolid	CID00441401
linoleamide	CID06435901
Linoleic Acid	CID05280450
linoleic acid hydroperoxide	CID11369954
Linoleic Acids, Conjugated	SID53788557
Linolenic Acids	SID53789302
linoleoyl-coenzyme A	CID06441626
linoleylanilide	CID06437086
linopirdine	CID00003932
Linseed Oil	SID48418058
linsidomine	CID00005219
Linuron	CID00009502
Lipid A	CID09877306
lipid A precursors, bacterial	SID79968341
lipid-linked oligosaccharides	SID144087488
lipid mobilizing substance	SID53790592
Lipid Peroxides	SID53789378
Lipids	SID53789481
lipoamide	CID00000863
lipoarabinomannan	SID53787980
Lipofundin	SID76715669
Lipofuscin	SID136368312
lipopeptidophosphoglycan	SID53788569
lipophosphonoglycan	SID00007984
lipopolysaccharide A	SID53787498
lipopolysaccharide, E. coli O26-B6	SID57309845
lipopolysaccharide, E coli O55-B5	SID53789813
lipopolysaccharide, Escherichia coli O111 B4	SID53789343
lipopolysaccharide, Helicobacter pylori	SID135727661
Lipopolysaccharides	SID53789760
liposomal amphotericin B	CID05280965
liposomal doxorubicin	SID53837797
lipostabil	SID75313431
lipoteichoic acid	CID137349712
lipoxin A4	CID05280914
lipstatin	CID09805651
liquiritigenin	CID00114829
liquiritin	CID00503737
liquorice decocta	SID103905859
Liraglutide	CID16134956
liranaftate	CID00003936
Lisdexamfetamine Dimesylate	CID11597697
Lisinopril	CID05362119
Lisuride	CID00028864
Lithium	CID03028194
Lithium Carbonate	CID00011125
Lithium Chloride	CID00433294
lithium sulfate	CID00066320
Lithocholic Acid	CID00009903
lithocholic acid acetate	CID07203539
lithol rubine BCA	SID134988897
lithospermate B	CID06451084
lithospermic acid	CID06441498
Liuwei Dihuang Decoction	SID152186833
Liver Glycogen	SID134223881
LL-202	SID242083762
LLL12 compound	SID124360318
LLY-507	CID91623361
LL Z1640-2	CID44120140
LM11A-31	SID242083779
LM11 compound	SID354330989
LM-1685	CID10068193
LMWH-DOCA conjugate	SID363907662
L-N6-(1-iminoethyl)lysine-5-tetrazole-amide	SID134221831
Lobeline	CID00101616
locostatin	CID05702600
Lofepramine	CID00003947
loganin	CID00087691
lomefloxacin	CID00003948
lomeguatrib	CID03025944
lomerizine	CID00003949
lometrexol	CID135413518
Lomustine	CID00003950
lonafarnib	CID00148195
lonchocarpine	CID06283743
longikaurin A	CID00433636
lonidamine	CID00039562
Loperamide	CID00003955
lophirone B	SID381190113
lophirone C	SID381190095
Lopinavir	CID00092727
lopinavir-ritonavir drug combination	SID134222708
Loratadine	CID00003957
Lorazepam	CID00003958
lorcaserin	CID11658860
loreclezole	CID03034012
lornoxicam	CID54690031
Losartan	CID00003961
losartan carboxylic acid	CID00108185
losigame	CID00060572
losoxantrone	CID00072116
Loteprednol Etabonate	CID00444025
Lovastatin	CID00053232
lovastatin-niacin combination	SID125317220
Loxapine	CID00003964
loxoprofen	CID00003965
loxoribine	CID135410906
loxtidine	CID00055473
L-pyroglutamyl-L-histidyl-3,3-dimethylprolinamide	CID00107823
LQFM030	SID376073397
LQFM166	SID377766179
LR-90	CID10212249
LU 224332	CID09893800
Lu 28-179	CID09829526
lubazodone hydrochloride	CID00157918
lubeluzole	CID00065998
Lubiprostone	CID00157920
Lucanthone	CID00010180
lucidenic acid N	CID21592283
lucidenic acid P	CID11203160
lucidenic acid Q	SID223438189
lucidone	CID11253859
lucifer yellow	CID20835957
Lugol's solution	CID00105053
luliconazole	CID03003141
lumacaftor	CID16678941
lumiflavin	CID00066184
lumiracoxib	CID00151166
lupane	CID09548715
lupeol	CID00259846
lupeol linoleate	SID53787397
Lurasidone Hydrochloride	CID11237860
Lutein	CID05281243
Luteolin	CID05280445
luteolin 4'-O-glucoside	CID05319116
luteolin-7-glucoside	CID05280637
luteolin-7-O-glucoside	CID05280637
luzindole	CID00122162
LW 50020	SID160657178
LY 117018	CID00104946
LY 134046	CID00121938
LY 171883	CID00003969
LY2066948	CID05327043
LY2109761	CID11655119
LY2112688	SID252819666
LY-2157299	CID10090485
LY2228820	CID11570805
LY 231617	CID00178576
LY 255283	CID00122023
LY2603618	CID11955855
LY2784544	CID46213929
LY 290042	SID136368333
LY 293111	CID00177941
LY 303511	CID00003971
LY 306740	SID99381441
LY 311727	CID00155922
LY 320135	CID05311257
LY 341495	CID09819927
LY 344864	CID05311097
LY 353381	CID00179337
Ly-364947	CID00447966
LY 367265	CID04605800
LY 379268	CID10197984
LY382884	CID00656723
LY 465608	CID09890319
LY 518674	CID135449333
lycium barbarum polysaccharide	SID134223164
Lycopene	CID00446925
lycorine	CID00072378
Lynestrenol	CID00005857
LYR 71	SID318165606
Lys01	CID70673567
Lysergic Acid Diethylamide	CID00005761
lysergol	CID00014987
Lysine	CID00005962
lysine tyrosylquinone	CID71464583
lysocellin	SID49989508
lysomustine	SID134222032
lysophosphatidic acid	CID05497152
Lysophosphatidylcholines	SID53790155
lysophosphatidylethanolamine	CID73755142
lysophosphatidylglycerol	CID05289143
lysophosphatidylinositol	CID73755067
Lysophospholipids	SID172819124
M50354	CID132472084
M 50367	CID132472083
mabuterol	CID00003995
macitentan	CID16004692
macluraxanthone C	CID05353738
Macrolides	SID134221941
macrophage stimulatory lipopeptide 2	SID53786916
macrosporin	CID00159926
madecassoside	CID45356919
maduramicin	CID00068595
mafosfamide	CID00104746
Magnesium	CID05462224
Magnesium Chloride	CID05360315
Magnesium Hydroxide	CID00073981
Magnesium Oxide	CID00014792
Magnesium Sulfate	CID00024083
magnesium tanshinoate B	CID06918234
Magnetite Nanoparticles	SID135653713
magnoflorine	CID00073337
magnolialide	CID00636954
magnolin	CID00169234
magnolol	CID00072300
mahanine	CID00375151
Maharishi Amrit Kalash	SID53837782
makatoxin I	SID144221116
malabaricone B	CID00163001
malabaricone C	CID00100313
malachite green	CID00011294
malaoxon	CID00015415
malassezin	SID53788403
Malathion	CID00004004
malealdehyde	CID05323604
Maleates	SID131269091
maleic acid	CID00444266
Maleic Anhydrides	CID00007923
Maleic Hydrazide	CID00021954
maleimide	CID00010935
Maleimides	SID318495252
maleylacetone	SID53788286
malic acid	CID00000525
Malondialdehyde	CID00010964
malondialdehyde-low density lipoprotein, human	SID250230350
malonic acid	CID00000867
malononitrilamide 279	SID376073406
Malonyl Coenzyme A	CID00644066
maltodextrin	SID48418117
maltol	CID00008369
maltolyl p-coumarate	SID134224364
Maltose	CID00006255
maltotetraose	CID00446495
malvidin	CID00159287
malvidin-3-glucoside	CID00443652
malvidin-3-O-glucoside-4 vinyl	SID144087466
malvin	CID00441765
mancozeb	CID03034368
mandelic acid	CID00001292
Maneb	CID03032581
Manganese	CID00023930
manganese chloride	CID00026003
Manganese Compounds	CID00023930
manganese dioxide	CID00014801
manganese ferrite	SID363907626
manganese(III) acetate dihydrate	SID162244266
manganese (III) meso-tetrakis(N-ethylpyridinium-2-yl)porphyrin	SID136368251
manganese(III)-tetrakis(4-benzoic acid)porphyrin	SID53790118
manganese(III) tetrakis(5,10,15,20-benzoic acid)porphyrin	SID136368150
manganese phosphate	SID135342068
manganese protoporphyrin	CID00159910
manganese sulfate	CID00024580
manganese tetrakis-(N-ethyl-2 pyridyl) porphyrin	SID53787411
manganese tetrakis-(N-methyl-2 pyridyl) porphyrin	SID135727595
Mangifera indica extract	SID53789651
mangiferin	CID05281647
mangiferin heptasulfate	CID53388478
mangostin	CID05281650
manidipine	CID00004008
Mannans	CID25147451
Mannitol	CID00006251
Mannoheptulose	CID00012600
mannosamine	CID00440049
Mannose	CID00018950
mannose-6-phosphate	CID00065127
mannuronic acid	CID00439630
manoalide	CID06437368
mansonone G	CID00608583
manumycin	CID06438330
Manure	SID135348259
manzamine A	CID06509753
maphosphamide	SID87225349
Maprotiline	CID00004011
Maraviroc	CID03002977
marbofloxacin	CID00060651
margaric acid	CID00010465
Margarine	SID135306908
margatoxin	CID121596045
marimastat	CID00119031
marinobufagenin	CID11969465
marliolide	SID160680059
maropitant	CID00204108
martentoxin, Buthus martensi	SID176223199
maslinic acid	CID00073659
Masoprocol	CID00071398
Mastic Resin	SID135306537
mastoparan	CID06324633
matrine	CID00091466
Matrix Metalloproteinase Inhibitors	SID254561551
maxacalcitol	CID06398761
Maxepa	CID133082085
maytenonic acid	CID00343427
Mazindol	CID00004020
MB327	SID144087416
MC1568	SID136340129
MCC-257	CID46174145
MCC-950	CID09910393
MCI 154	CID00123941
MCI 826	CID06439428
MCS-18	SID135727792
MDL 100,151	SID134224904
MDL 201053	CID00122019
MDL 75608A	SID134223207
MDV 3100	CID15951529
ME 3229	SID53788431
ME 3277	SID53790743
Measles-Mumps-Rubella Vaccine	SID81065499
Mebendazole	CID00004030
mebeverine	CID00004031
Mecamylamine	CID00004032
mecarbam	CID00017434
Mechlorethamine	CID00004033
Meclizine	CID00004034
meclocycline	CID54676539
Meclofenamic Acid	CID00004037
Meclofenoxate	CID00004039
mecobalamin	CID10898559
mecoprop	CID00007153
Medazepam	CID00004041
medermycin	CID12967404
Medetomidine	CID00068602
Medroxyprogesterone	CID00010631
Medroxyprogesterone Acetate	CID00006279
mefenacet	CID00091716
Mefenamic Acid	CID00004044
Mefloquine	CID00040692
Megestrol	CID00019090
Megestrol Acetate	CID00011683
Meglumine Antimoniate	CID00064953
melagatran	CID00183797
melamine	CID00007955
Melanins	SID57309753
Melanocyte-Stimulating Hormones	SID57309705
melarsen oxide	CID00030830
Melarsoprol	CID00010311
Melatonin	CID00000896
Meldola blue	CID00081506
Melengestrol Acetate	CID00250948
Melitten	CID16129627
Meloxicam	CID54677470
Melphalan	CID00460612
Memantine	CID00004054
Membrane Transport Modulators	SID374885490
memoquin	CID09917279
MEN 11270	CID09812468
MEN 11420	CID03086682
MEN91507	CID10322977
menadiol	CID00010209
menadione epoxide	CID00085845
menadione semiquinone	CID00004055
menatetrenone	CID05282367
Menhaden oil	SID49969772
menthofuran	CID00329983
Menthol	CID00001254
menthol glucuronide	CID71749954
menthone	CID00026447
mepanipyrim	CID00086296
mepazine	CID00006075
mepenzolic acid	CID00004057
Meperidine	CID00004058
mephedrone	CID45266826
Mephenytoin	CID00004060
Mephobarbital	CID00008271
mepifiline	CID00162821
mepirodipine	CID00443869
Mepivacaine	CID00004062
meprednisone	CID05284587
Meprobamate	CID00004064
Mequindox	SID103654980
mequinol	CID00009015
mequitazine	CID00004066
merbarone	CID04990817
Merbromin	CID00008505
Mercaptoethanol	CID00001567
Mercaptopurine	CID00667490
mercaptosteroid 4	SID255511860
mercaptosteroid 6	SID255511817
mercuric bromide	CID00024612
Mercuric Chloride	CID00024085
mercuric oxide	CID00030856
mercuric perchlorate	CID03080641
Mercury	CID00023931
Mercury Compounds	CID00023931
mercury nitrate	CID00024864
Meropenem	CID00441130
Mersalyl	CID00443130
mesaconitine	CID00441747
Mesalamine	CID00004075
Mescaline	CID00004076
Mesna	CID23662354
mesoporphyrin IX	CID00072422
Mesoporphyrins	SID135653428
Mesoridazine	CID00004078
mesosulfuron-methyl	CID11409499
mesotrione	CID00175967
mesoxalonitrile	CID00517957
mestanolone	CID00010633
Mestranol	CID00006291
mesulergine	CID00068848
Mesylates	SID383547931
metacept-1	SID87350384
metaldehyde	CID00061021
Metalloids	SID249815176
Metalloporphyrins	SID53789705
Metals	SID53788990
Metals, Heavy	SID53789687
Metanephrine	CID00021100
metanicotine	CID05310967
metanil yellow	CID03935589
Metaproterenol	CID00004086
metazachlor	CID00049384
Metergoline	CID00028693
Metformin	CID00004091
methabenzthiazuron	CID00029216
Methacholine Chloride	CID00006114
Methacholine Compounds	SID85083148
methacrylonitrile	CID00031368
methacrylyl-coenzyme A	CID00165390
Methadone	CID00004095
Methadyl Acetate	CID00010517
methamidophos	CID00004096
Methamphetamine	CID00010836
methamphetamine hydroxylamine	CID06452608
methanandamide	CID06321351
Methandrostenolone	CID00006300
methaneselenol	CID06327000
methanesulfonyl fluoride	CID00011207
methanethiosulfonate	CID05256168
methanethiosulfonate ethylammonium	SID137275620
Methanol	CID00000887
Methapyrilene	CID00004098
Methazolamide	CID00004100
methdilazine	CID00014677
methenolone enanthate	CID00248271
methidathion	CID00013709
Methimazole	CID01349907
Methiocarb	CID00016248
methiocarb sulfoxide	CID00017521
methional	CID00018635
Methionine	CID00000876
methionine selenoxide	SID85286068
methionine sulfoxide	CID00000847
Methionine Sulfoximine	CID00016118
